Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TOI,ATOI,Awards,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS
Alain Cote,1990-91,23,MTL,NHL,28,0,6,6,26,24,"","","",35,1,35,9,8,-0.1,2.0,1.9
Alain Cote,1991-92,24,MTL,NHL,13,0,3,3,22,6,"","","",10,0,7,4,7,0.0,1.2,1.2
Alain Cote,1992-93,25,TBL,NHL,2,0,0,0,0,1,"","","",0,0,1,0,-1,0.0,0.1,0.0
Alain Cote,1993-94,26,QUE,NHL,6,0,0,0,4,4,"","","",3,0,5,0,-2,-0.1,0.1,0.0
Eric Weinrich,1988-89,22,NJD,NHL,2,0,0,0,0,3,"","","",1,0,3,1,-1,0.0,0.0,0.0
Eric Weinrich,1989-90,23,NJD,NHL,19,2,7,9,11,16,"","","",25,9,15,0,1,0.4,1.0,1.4
Eric Weinrich,1990-91,24,NJD,NHL,76,4,34,38,48,96,"","","",95,28,62,5,10,1.7,4.4,6.0
Eric Weinrich,1991-92,25,NJD,NHL,76,7,25,32,55,97,"","","",95,25,66,6,10,1.5,4.2,5.7
Eric Weinrich,1992-93,26,HAR,NHL,79,7,29,36,76,104,"","","",114,27,129,31,-11,1.6,2.7,4.3
Eric Weinrich,1993-94,27,TOT,NHL,62,4,24,28,33,115,"","","",64,22,67,26,1,1.4,3.5,4.8
Eric Weinrich,1994-95,28,CHI,NHL,48,3,10,13,33,50,"","","",39,10,42,14,1,0.5,2.9,3.4
Eric Weinrich,1995-96,29,CHI,NHL,77,5,10,15,65,76,"","","",74,7,70,17,14,0.2,4.7,4.9
Eric Weinrich,1996-97,30,CHI,NHL,81,7,25,32,62,115,"","","",82,10,76,23,19,2.1,5.6,7.6
Eric Weinrich,1997-98,31,CHI,NHL,82,2,21,23,106,85,"","","",71,14,79,32,10,0.8,5.3,6.2
Eric Weinrich,1998-99,32,TOT,NHL,80,7,15,22,89,119,1915,23:56,"",64,24,86,21,-25,1.1,2.9,4.0
Eric Weinrich,1999-00,33,MTL,NHL,77,4,25,29,39,120,1952,25:21,AS-13,86,35,68,21,4,1.3,5.7,7.1
Eric Weinrich,2000-01,34,TOT,NHL,82,7,24,31,44,109,2036,24:50,"",92,32,106,37,-9,1.8,4.3,6.1
Eric Weinrich,2001-02,35,PHI,NHL,80,4,20,24,26,102,1750,21:53,"",91,11,63,10,27,1.2,5.4,6.6
Eric Weinrich,2002-03,36,PHI,NHL,81,2,18,20,40,103,1733,21:24,"",67,8,62,19,16,0.6,5.4,6.0
Eric Weinrich,2003-04,37,TOT,NHL,80,4,15,19,46,83,1723,21:33,"",63,7,68,24,12,0.6,4.9,5.5
Eric Weinrich,2005-06,39,TOT,NHL,75,1,16,17,52,68,1612,21:29,"",66,18,106,35,-23,-0.2,2.6,2.5
Todd Richards,1990-91,24,HAR,NHL,2,0,4,4,2,4,"","","",5,5,6,2,-4,0.3,-0.1,0.2
Todd Richards,1991-92,25,HAR,NHL,6,0,0,0,2,3,"","","",6,2,6,0,-2,-0.1,0.2,0.1
Brad Lauer,1986-87,20,NYI,NHL,61,7,14,21,65,75,"","","",31,2,31,2,1,-0.3,0.8,0.6
Brad Lauer,1987-88,21,NYI,NHL,69,17,18,35,67,94,"","","",44,8,24,1,13,1.2,1.1,2.3
Brad Lauer,1988-89,22,NYI,NHL,14,3,2,5,2,21,"","","",11,2,11,0,-2,0.0,0.1,0.2
Brad Lauer,1989-90,23,NYI,NHL,63,6,18,24,19,86,"","","",41,2,53,19,5,-0.2,0.9,0.7
Brad Lauer,1990-91,24,NYI,NHL,44,4,8,12,45,70,"","","",22,1,39,12,-6,-0.4,0.5,0.1
Brad Lauer,1991-92,25,TOT,NHL,14,1,0,1,6,18,"","","",2,0,8,1,-5,-0.4,0.0,-0.3
Brad Lauer,1992-93,26,CHI,NHL,7,0,1,1,2,8,"","","",4,1,4,0,-1,-0.2,0.1,-0.1
Brad Lauer,1993-94,27,OTT,NHL,30,2,5,7,6,45,"","","",11,2,37,13,-15,-0.4,0.0,-0.4
Brad Lauer,1995-96,29,PIT,NHL,21,4,1,5,6,29,"","","",10,1,14,0,-5,-0.1,0.0,-0.1
Benoit Hogue,1987-88,21,BUF,NHL,3,1,1,2,0,3,"","","",3,0,0,0,3,0.1,0.1,0.2
Benoit Hogue,1988-89,22,BUF,NHL,69,14,30,44,120,114,"","","",65,11,79,20,-5,1.5,0.8,2.3
Benoit Hogue,1989-90,23,BUF,NHL,45,11,7,18,79,73,"","","",22,2,24,4,0,0.4,0.6,1.0
Benoit Hogue,1990-91,24,BUF,NHL,76,19,28,47,76,134,"","","",64,16,61,5,-8,2.5,0.7,3.2
Benoit Hogue,1991-92,25,TOT,NHL,75,30,46,76,67,149,"","","",100,20,67,17,30,5.3,1.7,7.1
Benoit Hogue,1992-93,26,NYI,NHL,70,33,42,75,108,147,"","",Selke-18,90,19,88,30,13,5.4,1.2,6.6
Benoit Hogue,1993-94,27,NYI,NHL,83,36,33,69,73,218,"","","",95,30,98,26,-7,5.7,0.7,6.4
Benoit Hogue,1994-95,28,TOT,NHL,45,9,7,16,34,66,"","","",36,7,42,13,0,0.6,0.6,1.2
Benoit Hogue,1995-96,29,TOT,NHL,78,19,45,64,104,155,"","","",91,29,68,16,10,4.2,1.5,5.7
Benoit Hogue,1996-97,30,DAL,NHL,73,19,24,43,54,131,"","","",70,15,47,0,8,2.9,1.1,4.0
Benoit Hogue,1997-98,31,DAL,NHL,53,6,16,22,35,55,"","","",38,9,22,0,7,0.9,1.0,1.9
Benoit Hogue,1998-99,32,TOT,NHL,74,12,17,29,54,121,1197,16:10,"",48,11,62,15,-10,1.1,1.0,2.1
Benoit Hogue,1999-00,33,PHX,NHL,27,3,10,13,10,39,425,15:45,"",17,2,16,0,-1,0.5,0.4,0.8
Benoit Hogue,2000-01,34,DAL,NHL,34,3,7,10,26,35,424,12:28,"",17,2,16,0,-1,0.2,0.5,0.6
Benoit Hogue,2001-02,35,TOT,NHL,58,7,8,15,37,42,651,11:14,"",25,3,27,0,-5,0.6,0.5,1.1
Jason Lafreniere,1986-87,20,QUE,NHL,56,13,15,28,8,55,"","","",40,23,20,0,-4,0.8,0.8,1.7
Jason Lafreniere,1987-88,21,QUE,NHL,40,10,19,29,4,54,"","","",43,22,22,0,-1,1.2,0.6,1.8
Jason Lafreniere,1988-89,22,NYR,NHL,38,8,16,24,6,42,"","","",34,15,22,0,-3,0.8,0.4,1.2
Jason Lafreniere,1992-93,26,TBL,NHL,11,3,3,6,4,17,"","","",7,3,10,0,-6,0.3,0.0,0.3
Jason Lafreniere,1993-94,27,TBL,NHL,1,0,0,0,0,2,"","","",0,0,1,0,-1,0.0,0.0,-0.1
Herb Raglan,1985-86,18,STL,NHL,7,0,0,0,5,4,"","","",0,0,3,0,-3,-0.3,0.0,-0.3
Herb Raglan,1986-87,19,STL,NHL,62,6,10,16,159,58,"","","",28,0,22,0,9,-0.8,1.2,0.4
Herb Raglan,1987-88,20,STL,NHL,73,10,15,25,190,95,"","","",37,0,47,0,-10,-0.2,0.8,0.5
Herb Raglan,1988-89,21,STL,NHL,50,7,10,17,144,86,"","","",22,0,30,0,-8,-0.2,0.5,0.3
Herb Raglan,1989-90,22,STL,NHL,11,0,1,1,21,13,"","","",2,0,7,0,-5,-0.4,0.0,-0.3
Herb Raglan,1990-91,23,TOT,NHL,47,4,6,10,82,48,"","","",18,0,13,0,5,-0.7,0.7,0.0
Herb Raglan,1991-92,24,QUE,NHL,62,6,14,20,120,79,"","","",25,1,30,1,-5,-0.3,0.7,0.4
Herb Raglan,1992-93,25,TBL,NHL,2,0,0,0,2,0,"","","",0,0,0,0,0,-0.1,0.0,0.0
Herb Raglan,1993-94,26,OTT,NHL,29,0,0,0,52,13,"","","",0,0,13,0,-13,-1.1,0.1,-1.0
John Druce,1988-89,22,WSH,NHL,48,8,7,15,62,59,"","","",22,0,15,0,7,-0.2,0.9,0.7
John Druce,1989-90,23,WSH,NHL,45,8,3,11,52,66,"","","",15,1,23,6,-3,-0.3,0.5,0.2
John Druce,1990-91,24,WSH,NHL,80,22,36,58,46,209,"","","",94,38,64,12,4,3.1,1.5,4.6
John Druce,1991-92,25,WSH,NHL,67,19,18,37,39,129,"","","",50,4,35,3,14,1.8,1.2,2.9
John Druce,1992-93,26,WIN,NHL,50,6,14,20,37,60,"","","",31,2,41,8,-4,0.0,0.5,0.5
John Druce,1993-94,27,LAK,NHL,55,14,17,31,50,104,"","","",50,5,30,1,16,1.7,1.1,2.8
John Druce,1994-95,28,LAK,NHL,43,15,5,20,20,75,"","","",30,6,31,4,-3,1.5,0.4,1.9
John Druce,1995-96,29,TOT,NHL,77,13,16,29,27,128,"","","",33,4,71,22,-20,0.6,0.4,0.9
John Druce,1996-97,30,PHI,NHL,43,7,8,15,12,73,"","","",16,1,25,5,-5,0.4,0.3,0.6
John Druce,1997-98,31,PHI,NHL,23,1,2,3,2,18,"","","",4,0,5,1,0,-0.5,0.3,-0.2
Dave Thomlinson,1989-90,23,STL,NHL,19,1,2,3,12,17,"","","",4,0,8,0,-4,-0.4,0.2,-0.3
Dave Thomlinson,1990-91,24,STL,NHL,3,0,0,0,0,0,"","","",0,0,3,0,-3,-0.1,-0.1,-0.2
Dave Thomlinson,1991-92,25,BOS,NHL,12,0,1,1,17,12,"","","",2,0,5,1,-2,-0.4,0.1,-0.3
Dave Thomlinson,1993-94,27,LAK,NHL,7,0,0,0,21,6,"","","",0,0,6,0,-6,-0.3,-0.1,-0.4
Dave Thomlinson,1994-95,28,LAK,NHL,1,0,0,0,0,0,"","","",0,0,1,0,-1,0.0,0.0,-0.1
Nelson Emerson,1990-91,23,STL,NHL,4,0,3,3,2,3,"","","",3,0,5,0,-2,0.1,0.0,0.1
Nelson Emerson,1991-92,24,STL,NHL,79,23,36,59,66,143,"","","",80,31,54,0,-5,3.3,0.9,4.1
Nelson Emerson,1992-93,25,STL,NHL,82,22,51,73,62,196,"","","",115,62,66,15,2,4.0,1.4,5.3
Nelson Emerson,1993-94,26,WIN,NHL,83,33,41,74,80,282,"","","",112,60,109,19,-38,5.7,0.1,5.7
Nelson Emerson,1994-95,27,WIN,NHL,48,14,23,37,26,122,"","","",49,19,54,12,-12,2.8,0.2,2.9
Nelson Emerson,1995-96,28,HAR,NHL,81,29,29,58,78,247,"","","",98,46,78,19,-7,4.5,0.8,5.3
Nelson Emerson,1996-97,29,HAR,NHL,66,9,29,38,34,194,"","","",61,27,63,8,-21,2.0,0.3,2.2
Nelson Emerson,1997-98,30,CAR,NHL,81,21,24,45,50,203,"","","",67,34,53,3,-17,3.7,0.5,4.2
Nelson Emerson,1998-99,31,TOT,NHL,65,13,24,37,51,188,1088,16:45,"",55,22,37,12,8,2.3,1.4,3.7
Nelson Emerson,1999-00,32,TOT,NHL,63,15,20,35,47,196,1185,18:49,"",51,15,76,17,-23,1.9,0.6,2.5
Nelson Emerson,2000-01,33,LAK,NHL,78,11,11,22,54,157,1080,13:51,"",36,6,56,13,-13,0.4,0.5,0.8
Nelson Emerson,2001-02,34,LAK,NHL,41,5,2,7,25,40,377,9:12,"",10,2,17,1,-8,0.2,0.2,0.4
Myles O'Connor,1990-91,23,NJD,NHL,22,3,1,4,41,14,"","","",16,1,15,3,3,0.1,1.3,1.3
Myles O'Connor,1991-92,24,NJD,NHL,9,0,2,2,13,13,"","","",6,1,9,2,-2,0.0,0.3,0.3
Myles O'Connor,1992-93,25,NJD,NHL,7,0,0,0,9,4,"","","",3,0,10,3,-4,-0.1,0.1,0.0
Myles O'Connor,1993-94,26,MDA,NHL,5,0,1,1,6,7,"","","",3,0,3,0,0,0.0,0.3,0.3
Rocky Dundas,1989-90,23,TOR,NHL,5,0,0,0,14,1,"","","",1,0,2,0,-1,-0.2,0.0,-0.2
Steve Chiasson,1986-87,19,DET,NHL,45,1,4,5,73,44,"","","",31,10,32,4,-6,-0.5,2.3,1.9
Steve Chiasson,1987-88,20,DET,NHL,29,2,9,11,57,45,"","","",38,5,31,13,15,0.4,2.1,2.5
Steve Chiasson,1988-89,21,DET,NHL,65,12,35,47,149,187,"","","",115,36,112,27,-6,3.0,2.5,5.5
Steve Chiasson,1989-90,22,DET,NHL,67,14,28,42,114,190,"","","",106,33,112,23,-16,2.8,1.8,4.7
Steve Chiasson,1990-91,23,DET,NHL,42,3,17,20,80,101,"","","",55,16,50,11,0,0.9,1.7,2.6
Steve Chiasson,1991-92,24,DET,NHL,62,10,24,34,136,143,"","","",104,33,78,29,22,2.2,3.9,6.1
Steve Chiasson,1992-93,25,DET,NHL,79,12,50,62,155,227,"","",AS-14,159,61,130,46,14,3.8,4.4,8.2
Steve Chiasson,1993-94,26,DET,NHL,82,13,33,46,122,238,"","","",121,35,104,35,17,3.2,3.7,7.0
Steve Chiasson,1994-95,27,CGY,NHL,45,2,23,25,39,110,"","","",69,23,48,12,10,1.5,2.6,4.1
Steve Chiasson,1995-96,28,CGY,NHL,76,8,25,33,62,175,"","","",92,27,101,39,3,2.2,4.3,6.5
Steve Chiasson,1996-97,29,TOT,NHL,65,8,22,30,39,168,"","","",76,33,76,12,-21,2.3,2.2,4.5
Steve Chiasson,1997-98,30,CAR,NHL,66,7,27,34,65,173,"","","",75,29,65,17,-2,2.8,3.1,5.9
Steve Chiasson,1998-99,31,CAR,NHL,28,1,8,9,16,74,649,23:11,"",30,13,20,10,7,0.4,1.7,2.1
Stephane Roy,1987-88,20,MNS,NHL,12,1,0,1,0,14,"","","",2,0,9,1,-6,-0.3,0.0,-0.3
Jeff Finley,1987-88,20,NYI,NHL,10,0,5,5,15,9,"","","",15,2,8,0,5,0.2,0.7,0.9
Jeff Finley,1988-89,21,NYI,NHL,4,0,0,0,6,1,"","","",2,0,1,0,1,-0.1,0.3,0.2
Jeff Finley,1989-90,22,NYI,NHL,11,0,1,1,0,7,"","","",7,0,11,4,0,-0.1,0.5,0.4
Jeff Finley,1990-91,23,NYI,NHL,11,0,0,0,4,0,"","","",5,0,11,5,-1,-0.2,0.6,0.3
Jeff Finley,1991-92,24,NYI,NHL,51,1,10,11,26,25,"","","",49,11,69,25,-6,-0.1,1.7,1.5
Jeff Finley,1993-94,26,PHI,NHL,55,1,8,9,24,43,"","","",45,3,46,20,16,-0.3,3.2,2.9
Jeff Finley,1995-96,28,WIN,NHL,65,1,5,6,81,27,"","","",44,3,70,27,-2,-0.6,2.4,1.7
Jeff Finley,1996-97,29,PHX,NHL,65,3,7,10,40,38,"","","",40,2,59,13,-8,-0.1,2.9,2.8
Jeff Finley,1997-98,30,NYR,NHL,63,1,6,7,55,32,"","","",33,2,43,9,-3,-0.5,3.2,2.7
Jeff Finley,1998-99,31,TOT,NHL,32,1,2,3,20,16,551,17:14,"",27,0,18,2,11,-0.1,2.0,1.9
Jeff Finley,1999-00,32,STL,NHL,74,2,8,10,38,31,1318,17:49,"",60,2,43,11,26,-0.2,5.1,4.9
Jeff Finley,2000-01,33,STL,NHL,72,2,8,10,38,35,1359,18:53,"",52,1,72,28,7,-0.2,3.5,3.3
Jeff Finley,2001-02,34,STL,NHL,78,0,6,6,30,39,1445,18:32,"",44,1,59,28,12,-0.9,4.2,3.3
Jeff Finley,2002-03,35,STL,NHL,64,1,3,4,46,30,1000,15:37,"",29,0,49,18,-2,-0.5,1.6,1.1
Jeff Finley,2003-04,36,STL,NHL,53,0,1,1,34,25,906,17:05,"",16,0,36,11,-9,-0.9,1.6,0.7
Max Middendorf,1986-87,19,QUE,NHL,6,1,4,5,4,4,"","","",7,4,5,0,-2,0.2,0.0,0.3
Max Middendorf,1987-88,20,QUE,NHL,1,0,0,0,0,0,"","","",0,0,0,0,0,0.0,0.0,0.0
Max Middendorf,1989-90,22,QUE,NHL,3,0,0,0,0,5,"","","",0,0,9,0,-9,-0.1,-0.2,-0.3
Max Middendorf,1990-91,23,EDM,NHL,3,1,0,1,2,1,"","","",1,0,1,0,0,0.0,0.0,0.1
Rob Murray,1989-90,22,WSH,NHL,41,2,7,9,58,29,"","","",13,0,35,12,-10,-0.8,0.3,-0.5
Rob Murray,1990-91,23,WSH,NHL,17,0,3,3,19,8,"","","",6,0,6,0,0,-0.4,0.3,-0.1
Rob Murray,1991-92,24,WIN,NHL,9,0,1,1,18,2,"","","",1,0,4,1,-2,-0.3,0.1,-0.2
Rob Murray,1992-93,25,WIN,NHL,10,1,0,1,6,4,"","","",1,0,8,7,0,-0.2,0.1,-0.1
Rob Murray,1993-94,26,WIN,NHL,6,0,0,0,2,1,"","","",1,0,1,0,0,-0.2,0.1,-0.1
Rob Murray,1994-95,27,WIN,NHL,10,0,2,2,2,5,"","","",2,0,1,0,1,-0.2,0.2,-0.1
Rob Murray,1995-96,28,WIN,NHL,1,0,0,0,2,1,"","","",0,0,1,0,-1,0.0,0.0,-0.1
Rob Murray,1998-99,31,PHX,NHL,13,1,2,3,4,11,108,8:18,"",4,0,5,3,2,0.1,0.2,0.3
Michael Ware,1988-89,21,EDM,NHL,2,0,1,1,11,0,"","","",1,0,0,0,1,0.0,0.1,0.0
Michael Ware,1989-90,22,EDM,NHL,3,0,0,0,4,1,"","","",0,0,1,0,-1,-0.1,0.0,-0.1
Mike Berger,1987-88,20,MNS,NHL,29,3,1,4,65,41,"","","",11,7,30,7,-19,-0.1,0.4,0.3
Mike Berger,1988-89,21,MNS,NHL,1,0,0,0,2,0,"","","",0,0,1,0,-1,0.0,0.0,0.0
Dan Vincelette,1987-88,20,CHI,NHL,69,6,11,17,109,67,"","","",37,10,46,4,-15,-0.9,0.6,-0.4
Dan Vincelette,1988-89,21,CHI,NHL,66,11,4,15,119,76,"","","",38,9,41,3,-9,-0.6,0.5,-0.1
Dan Vincelette,1989-90,22,TOT,NHL,13,0,1,1,29,17,"","","",3,0,10,0,-7,-0.4,0.0,-0.4
Dan Vincelette,1990-91,23,QUE,NHL,16,0,1,1,38,16,"","","",2,0,12,0,-10,-0.5,-0.1,-0.6
Dan Vincelette,1991-92,24,CHI,NHL,29,3,5,8,56,28,"","","",18,2,24,2,-6,-0.3,0.3,0.0
Martin Desjardins,1989-90,23,MTL,NHL,8,0,2,2,2,7,"","","",3,0,9,2,-4,-0.2,0.0,-0.2
Brent Gilchrist,1988-89,21,MTL,NHL,49,8,16,24,16,68,"","","",37,7,23,2,9,0.4,0.9,1.3
Brent Gilchrist,1989-90,22,MTL,NHL,57,9,15,24,28,80,"","","",36,3,38,8,3,0.3,0.8,1.1
Brent Gilchrist,1990-91,23,MTL,NHL,51,6,9,15,10,81,"","","",25,1,31,4,-3,-0.3,0.6,0.4
Brent Gilchrist,1991-92,24,MTL,NHL,79,23,27,50,57,146,"","",Selke-7,75,11,55,20,29,2.7,2.0,4.7
Brent Gilchrist,1992-93,25,TOT,NHL,68,10,11,21,49,106,"","","",27,6,50,17,-12,-0.3,0.7,0.4
Brent Gilchrist,1993-94,26,DAL,NHL,76,17,14,31,31,103,"","","",50,8,66,24,0,1.1,1.0,2.0
Brent Gilchrist,1994-95,27,DAL,NHL,32,9,4,13,16,70,"","","",18,1,28,8,-3,0.8,0.4,1.2
Brent Gilchrist,1995-96,28,DAL,NHL,77,20,22,42,36,164,"","","",56,13,93,39,-11,2.4,0.8,3.2
Brent Gilchrist,1996-97,29,DAL,NHL,67,10,20,30,24,116,"","","",47,9,41,9,6,1.1,1.0,2.1
Brent Gilchrist,1997-98,30,DET,NHL,61,13,14,27,40,124,"","","",45,11,43,13,4,1.8,0.8,2.6
Brent Gilchrist,1998-99,31,DET,NHL,5,1,0,1,0,4,60,11:58,"",2,0,3,0,-1,0.0,0.0,0.1
Brent Gilchrist,1999-00,32,DET,NHL,24,4,2,6,24,33,272,11:19,"",8,0,9,2,1,0.3,0.3,0.6
Brent Gilchrist,2000-01,33,DET,NHL,60,1,8,9,41,75,701,11:41,"",22,3,30,3,-8,-0.9,0.5,-0.4
Brent Gilchrist,2001-02,34,TOT,NHL,45,3,6,9,14,53,505,11:14,"",12,0,21,0,-9,-0.1,0.2,0.1
Brent Gilchrist,2002-03,35,NSH,NHL,41,1,2,3,14,41,441,10:46,"",3,0,21,7,-11,-0.8,0.1,-0.7
Roger Johansson,1989-90,22,CGY,NHL,35,0,5,5,48,23,"","","",22,0,18,5,9,-0.3,2.2,1.9
Roger Johansson,1990-91,23,CGY,NHL,38,4,13,17,47,41,"","","",40,4,35,8,9,0.8,2.0,2.9
Roger Johansson,1992-93,25,CGY,NHL,77,4,16,20,62,101,"","","",54,7,47,13,13,0.2,4.4,4.6
Roger Johansson,1994-95,27,CHI,NHL,11,1,0,1,6,10,"","","",4,0,3,0,1,0.0,0.7,0.7
Fredrik Olausson,1986-87,20,WIN,NHL,72,7,29,36,26,119,"","",AS-24,82,21,70,6,-4,1.8,3.8,5.6
Fredrik Olausson,1987-88,21,WIN,NHL,38,5,10,15,18,65,"","","",47,15,32,3,3,0.7,2.2,2.9
Fredrik Olausson,1988-89,22,WIN,NHL,75,15,47,62,32,178,"","",AS-20,148,41,129,28,6,4.1,3.6,7.7
Fredrik Olausson,1989-90,23,WIN,NHL,77,9,46,55,32,147,"","","",116,36,106,25,-1,3.1,3.9,7.0
Fredrik Olausson,1990-91,24,WIN,NHL,71,12,29,41,24,168,"","","",95,40,91,14,-22,2.6,2.7,5.3
Fredrik Olausson,1991-92,25,WIN,NHL,77,20,42,62,34,227,"","","",108,65,94,20,-31,4.7,3.0,7.8
Fredrik Olausson,1992-93,26,WIN,NHL,68,16,41,57,22,165,"","","",110,65,57,8,-4,4.0,2.9,6.9
Fredrik Olausson,1993-94,27,TOT,NHL,73,11,24,35,30,126,"","","",92,41,80,22,-7,2.3,3.0,5.3
Fredrik Olausson,1994-95,28,EDM,NHL,33,0,10,10,20,52,"","","",35,10,42,13,-4,0.2,1.1,1.3
Fredrik Olausson,1995-96,29,TOT,NHL,56,2,22,24,38,83,"","","",69,38,48,10,-7,1.1,2.3,3.4
Fredrik Olausson,1996-97,30,TOT,NHL,71,9,29,38,32,110,"","","",111,34,73,12,16,2.9,3.7,6.6
Fredrik Olausson,1997-98,31,PIT,NHL,76,6,27,33,42,89,"","","",96,39,54,10,13,2.3,5.1,7.4
Fredrik Olausson,1998-99,32,MDA,NHL,74,16,40,56,30,121,1464,19:47,"AS-8,Norris-9",115,65,35,2,17,6.1,4.7,10.8
Fredrik Olausson,1999-00,33,MDA,NHL,70,15,19,34,28,120,1401,20:01,"",69,38,44,0,-13,3.5,2.0,5.6
Fredrik Olausson,2001-02,35,DET,NHL,47,2,13,15,22,61,781,16:37,"",42,9,31,7,9,1.0,2.3,3.3
Fredrik Olausson,2002-03,36,MDA,NHL,44,2,6,8,22,38,635,14:26,"",29,14,15,0,0,0.4,1.7,2.1
Bill Houlder,1987-88,20,WSH,NHL,30,1,2,3,10,20,"","","",13,0,15,0,-2,-0.3,1.8,1.4
Bill Houlder,1988-89,21,WSH,NHL,8,0,3,3,4,5,"","","",11,1,3,0,7,0.1,0.8,0.9
Bill Houlder,1989-90,22,WSH,NHL,41,1,11,12,28,49,"","","",56,8,41,1,8,0.1,2.7,2.8
Bill Houlder,1990-91,23,BUF,NHL,7,0,2,2,4,7,"","","",3,2,3,0,-2,0.0,0.2,0.2
Bill Houlder,1991-92,24,BUF,NHL,10,1,0,1,8,18,"","","",6,1,8,1,-2,0.0,0.3,0.3
Bill Houlder,1992-93,25,BUF,NHL,15,3,5,8,6,29,"","","",17,2,13,3,5,0.5,1.0,1.5
Bill Houlder,1993-94,26,MDA,NHL,80,14,25,39,40,187,"","","",77,31,89,25,-18,2.9,3.5,6.4
Bill Houlder,1994-95,27,STL,NHL,41,5,13,18,20,59,"","","",48,7,28,3,16,1.3,2.3,3.6
Bill Houlder,1995-96,28,TBL,NHL,61,5,23,28,22,90,"","","",60,24,58,23,1,1.7,3.7,5.5
Bill Houlder,1996-97,29,TBL,NHL,79,4,21,25,30,116,"","","",92,14,93,31,16,1.2,5.4,6.6
Bill Houlder,1997-98,30,SJS,NHL,82,7,25,32,48,102,"","","",86,25,80,32,13,2.4,5.3,7.6
Bill Houlder,1998-99,31,SJS,NHL,76,9,23,32,40,115,1682,22:08,"",78,32,69,31,8,2.5,4.6,7.1
Bill Houlder,1999-00,32,TOT,NHL,71,3,14,17,26,89,1589,22:23,"",60,8,79,18,-9,0.4,2.9,3.3
Bill Houlder,2000-01,33,NSH,NHL,81,4,12,16,40,78,1717,21:12,"",56,5,86,28,-7,0.2,4.2,4.4
Bill Houlder,2001-02,34,NSH,NHL,82,0,8,8,40,44,1768,21:33,"",63,1,97,34,-1,-1.0,4.1,3.2
Bill Houlder,2002-03,35,NSH,NHL,82,2,4,6,46,51,1567,19:07,"",37,0,78,39,-2,-0.8,4.0,3.2
Jeff Serowik,1990-91,24,TOR,NHL,1,0,0,0,0,1,"","","",0,0,0,0,0,0.0,0.0,0.0
Jeff Serowik,1994-95,28,BOS,NHL,1,0,0,0,0,0,"","","",1,0,0,0,1,0.0,0.1,0.1
Jeff Serowik,1998-99,32,PIT,NHL,26,0,6,6,16,26,414,15:56,"",15,5,18,4,-4,0.2,0.4,0.6
Steve Gotaas,1987-88,20,PIT,NHL,36,5,6,11,45,27,"","","",13,0,34,10,-11,-0.2,0.1,-0.1
Steve Gotaas,1988-89,21,MNS,NHL,12,1,3,4,6,18,"","","",5,2,4,0,-1,-0.1,0.2,0.1
Steve Gotaas,1990-91,23,MNS,NHL,1,0,0,0,2,2,"","","",0,0,1,0,-1,0.0,0.0,-0.1
Robert Kron,1990-91,23,VAN,NHL,76,12,20,32,21,124,"","","",50,5,77,21,-11,0.6,0.9,1.5
Robert Kron,1991-92,24,VAN,NHL,36,2,2,4,2,49,"","","",10,1,25,7,-9,-0.9,0.2,-0.7
Robert Kron,1992-93,25,TOT,NHL,45,14,13,27,18,97,"","","",37,6,42,16,5,1.4,0.6,1.9
Robert Kron,1993-94,26,HAR,NHL,77,24,26,50,8,194,"","","",81,19,90,28,0,3.2,1.2,4.4
Robert Kron,1994-95,27,HAR,NHL,37,10,8,18,10,88,"","","",29,9,36,13,-3,1.1,0.4,1.5
Robert Kron,1995-96,28,HAR,NHL,77,22,28,50,6,203,"","","",79,30,70,20,-1,3.3,1.0,4.3
Robert Kron,1996-97,29,HAR,NHL,68,10,12,22,10,182,"","","",40,9,56,7,-18,0.4,0.4,0.9
Robert Kron,1997-98,30,CAR,NHL,81,16,20,36,12,175,"","","",55,13,67,17,-8,2.3,0.9,3.1
Robert Kron,1998-99,31,CAR,NHL,75,9,16,25,10,134,1218,16:14,"",41,11,52,9,-13,0.3,0.7,1.0
Robert Kron,1999-00,32,CAR,NHL,81,13,27,40,8,134,1233,15:14,"",56,11,57,8,-4,2.1,1.5,3.6
Robert Kron,2000-01,33,CBJ,NHL,59,8,11,19,10,134,1011,17:08,"",41,6,44,13,4,0.0,1.4,1.5
Robert Kron,2001-02,34,CBJ,NHL,59,4,11,15,4,92,943,15:59,"",19,5,40,12,-14,-0.6,0.8,0.2
Chris Luongo,1990-91,23,DET,NHL,4,0,1,1,4,4,"","","",2,0,4,2,0,0.0,0.2,0.2
Chris Luongo,1992-93,25,OTT,NHL,76,3,9,12,68,76,"","","",37,5,109,30,-47,-0.4,1.6,1.1
Chris Luongo,1993-94,26,NYI,NHL,17,1,3,4,13,16,"","","",11,0,19,7,-1,0.1,0.7,0.8
Chris Luongo,1994-95,27,NYI,NHL,47,1,3,4,36,44,"","","",34,0,53,17,-2,-0.5,2.1,1.6
Chris Luongo,1995-96,28,NYI,NHL,74,3,7,10,55,46,"","","",42,4,83,22,-23,-0.3,2.0,1.7
Petr Prajsler,1987-88,22,LAK,NHL,7,0,0,0,2,2,"","","",4,0,2,0,2,-0.1,0.4,0.2
